Distancia da curva -1,Distancia da curva 1,original_label,adjusted_label
176.2039166812554,263.99283610878774,1,1
215.84215888974654,202.4596614290886,-1,1
63.99587083261719,151.16827768335384,1,1
170.22496396032747,177.4479991645304,1,1
296.6834800185484,118.84339301973685,1,1
114.40782455428588,146.5684291989263,1,1
323.50706346441495,237.38306912319422,-1,1
192.17474270048257,130.03557488712215,1,1
207.90176430760746,295.8688779221071,1,1
199.7164433314702,140.1086154419817,1,1
147.01347695352538,60.51245315098901,1,1
91.48828509308474,174.4758166633313,-1,1
378.89309204003604,791.9846926250582,-1,1
401.21754739780914,260.5526082046068,1,1
127.2551841396064,145.31120328403685,1,1
2820.998001379946,883.7048829370417,1,1
198.50979635497626,368.2068326473344,-1,1
17.742376721824268,136.75307179418175,-1,1
1377.6672277993778,551.0463755606851,1,1
133.318801570806,480.91241743373,1,1
639.9304795728611,260.2159997856026,1,1
136.79056067354344,230.2087233834464,-1,1
52.76484883222152,192.1411520272155,1,1
1068.7909913263752,568.2959816509265,1,1
59.30846605721416,365.034601944417,1,1
183.79505038411557,464.26646484186546,-1,1
199.784931599003,238.2754286566175,1,1
328.5131490259313,490.777203821522,1,1
180.22359131951055,155.44633308802725,1,1
3295.6403773463076,1252.50116184447,1,1
606.4079576397419,264.7865736219175,1,1
245.64728175799243,66.49447939553383,1,1
133.00665321169353,290.80329807577954,1,1
261.6503054135726,121.75610294001896,1,1
335.7136141956503,90.06721561545436,1,1
45348.5948237181,35748.7298809232,-1,1
520.9430751985985,429.6337727600658,1,1
633.8396162333663,912.7924023543296,-1,1
149.68782781504126,225.3535126751524,1,1
91.80279205766936,126.12719550930834,1,1
297.4809320364226,266.25261856248864,1,1
151.96029404305278,232.00203657679864,1,1
4914010.144606107,1757261.7175048548,1,1
631.3319922279211,584.8246459085834,-1,1
426.7875765972476,296.5765308003215,-1,1
730.5076813449772,399.6956246885859,1,1
62.72635090125877,151.595230486226,-1,1
170.54397311659278,424.96209974303173,-1,1
546.1791082182323,1359.3534811149607,-1,1
139.6557454371971,239.0141307417366,1,1
229.0269685574186,186.5466326815532,1,1
311.9779831154484,189.4828745580036,1,1
460.89643067236057,227.85351098168255,-1,1
92.16321462439,106.51607325383605,-1,1
240.97642037242468,107.21670152148837,1,1
1567.2574616133859,961.6983487463868,1,1
152.7533151261185,108.88119082683652,1,1
173.09386884702755,120.52071752805077,1,1
135.73918056310802,104.80457576325637,1,1
447.78631146341615,72.4786458247391,1,1
546.6809345358795,293.9999912062015,1,1
507.27912059812206,482.850982498485,1,1
91.40806335654487,192.8303150620689,1,1
495.6399536090952,190.91434956830014,1,1
420.38395271852215,264.265087392045,1,1
230.90765198944555,124.8408402223302,1,1
230.17287317885305,225.0908684694075,1,1
345.8958440838815,411.7314922889149,-1,1
685.5269966528349,612.9200499429447,1,1
1030.1985436621828,782.4370536810088,1,1
508.46883847418366,535.3733871487493,1,1
532.2916803844439,359.257685446272,-1,1
47161.336790928865,240.80043063585444,1,1
81.0678874952984,171.7694615950033,-1,1
970.4952768169843,666.6527166012314,1,1
388.81505769687016,248.46657600174126,-1,1
453.2162927792707,438.7021363370263,1,1
215.67821422317593,211.57559225486435,1,1
154.03496188328847,167.52815153515033,-1,1
1354.1699531935672,772.0237897271447,1,1
507.3631313798793,407.77905777631355,1,1
111.69130215660554,507.6431982162843,-1,1
62.77267167940542,147.71296924222446,-1,1
169.70442924591555,201.7542878756726,1,1
280.5310039832113,424.18080744969313,1,1
101.0755835379026,223.9147025752229,-1,1
956.3058784895163,525.7056441258088,1,1
96.69065228292804,157.91153207645536,-1,1
463.9669453986111,272.2275609477341,1,1
425.7728526167897,364.8522190012183,1,1
1106.5033917622657,968.3795808987718,-1,1
30.990938163510883,64.08541725437327,-1,1
521.4549024397242,644.1126813439001,1,1
535.7776238162897,381.42281962238116,1,1
63.619013224662226,83.45871096759433,1,1
103.80829605920022,139.4453414755001,-1,1
41.8935529286513,172.9813636184144,-1,1
599.7659404006042,556.9401983518193,1,1
839.5631181089453,794.0129446107121,1,1
119.90994545096966,257.595279202552,-1,1
119.64623116170301,205.0118301981844,-1,1
180.47760491867834,309.4753537021509,-1,1
117.9315131966375,227.08730513686217,1,1
