Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Label
60.0,4.0,-1.0,-1.0,900.0,-1.0,-1.0,8.0,1.0,32.45,-0.5,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.5,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-0.5,1.0,-1.0,-1.0,1
62.0,4.0,-1.0,-1.0,800.0,1.0,1.0,17.0,1.0,27.89,1.0,-1.0,-1.0,-0.5,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,-1.0,-1.0,-0.5,-1.0,-1.0,1.0,1.0,-0.5,-1.0,-1.0,-1.0,0.0,-0.5,-0.5,-1.0,-1.0,1
86.0,1.0,1.0,-1.0,700.0,-1.0,1.0,20.0,1.0,23.13,-0.5,-1.0,1.0,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,-0.5,-1.0,1.0,-1.0,1
49.0,8.0,1.0,-1.0,1000.0,-1.0,1.0,5.0,1.0,32.1,-0.5,-1.0,-1.0,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,0.75,1.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.5,-0.5,-1.0,-1.0,1
40.0,8.0,1.0,1.0,1000.0,-1.0,1.0,6.0,1.0,28.12,-0.5,1.0,1.0,-0.5,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-0.5,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,0.5,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1
69.0,0.0,1.0,-1.0,1500.0,-1.0,1.0,4.0,1.0,25.86,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.5,1.0,-1.0,-1.0,0.0,0.5,-0.5,-1.0,-1.0,1
33.0,14.0,1.0,1.0,2800.0,1.0,1.0,3.0,1.0,25.21,-0.5,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5,-1.0,1.0,-1.0,1.0,1.0,-0.75,-1.0,0.0,-1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,-1.0,-1.0,1
43.0,12.0,-1.0,1.0,1000.0,-1.0,-1.0,5.0,1.0,25.71,-0.5,-1.0,-1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
50.0,6.0,1.0,1.0,1500.0,-1.0,-1.0,10.0,1.0,24.91,-0.5,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-0.5,-1.0,1.0,-1.0,-1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
64.0,0.0,-1.0,-1.0,600.0,1.0,1.0,30.0,1.0,32.01,-0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,-1.0,-1.0,-0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,-1.0,1
44.0,15.0,-1.0,-1.0,2000.0,-1.0,1.0,14.0,1.0,26.11,-0.5,-1.0,1.0,-0.5,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.5,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,-0.5,-0.5,-1.0,-1.0,1
55.0,4.0,-1.0,-1.0,770.0,-1.0,-1.0,8.0,1.0,25.54,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.5,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,0.5,1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,1
81.0,1.0,-1.0,-1.0,770.0,1.0,1.0,20.0,1.0,17.83,-0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,0.5,1.0,-1.0,-1.0,1.0,1.0,-0.75,-1.0,1.0,-1.0,0.5,1.0,0.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,1
76.0,0.0,1.0,-1.0,1800.0,-1.0,-1.0,21.0,1.0,26.53,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,1.0,0.75,1.0,1.0,-1.0,0.5,1.0,-1.0,1.0,0.0,-0.5,-0.5,-1.0,-1.0,1
68.0,8.0,1.0,-1.0,1600.0,-1.0,-1.0,25.0,1.0,20.0,-0.5,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,0.75,1.0,1.0,-1.0,-0.5,1.0,-1.0,-1.0,-1.0,-1.0,-0.5,1.0,1.0,1
52.0,6.0,1.0,-1.0,2300.0,-1.0,-1.0,4.0,1.0,31.83,-0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,1.0,0.75,1.0,1.0,-1.0,0.5,1.0,-1.0,1.0,0.0,-0.5,-0.5,-1.0,-1.0,1
73.0,4.0,-1.0,-1.0,800.0,-1.0,-1.0,5.0,1.0,31.14,-0.5,-1.0,1.0,0.5,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-0.5,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.5,1.0,0.0,-1.0,0.0,-1.0,-0.5,1.0,-1.0,1
59.0,4.0,1.0,1.0,2000.0,1.0,-1.0,15.0,1.0,23.14,0.5,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-0.5,1.0,-1.0,-1.0,0.0,-1.0,-0.5,1.0,-1.0,1
50.0,5.0,1.0,1.0,600.0,1.0,1.0,10.0,1.0,19.36,-0.5,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.5,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,0.5,1.0,-1.0,-1.0,0.0,1.0,-0.5,-1.0,-1.0,1
70.0,4.0,1.0,-1.0,1000.0,-1.0,-1.0,18.0,1.0,22.3,-0.5,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,0.75,1.0,1.0,-1.0,-0.5,1.0,-1.0,-1.0,-1.0,-1.0,-0.5,1.0,-1.0,1
49.0,8.0,1.0,-1.0,2000.0,-1.0,-1.0,2.0,1.0,30.9,-0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,1.0,0.75,1.0,1.0,-1.0,0.5,1.0,-1.0,1.0,0.0,-0.5,-0.5,-1.0,-1.0,1
67.0,8.0,-1.0,-1.0,770.0,-1.0,-1.0,17.0,1.0,25.6,-0.5,-1.0,1.0,0.5,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-0.5,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.5,1.0,0.0,-1.0,0.0,-1.0,-0.5,1.0,-1.0,1
67.0,3.0,1.0,1.0,1500.0,1.0,-1.0,10.0,1.0,21.9,0.5,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-0.5,1.0,-1.0,-1.0,0.0,-1.0,-0.5,1.0,-1.0,1
47.0,11.0,1.0,1.0,1000.0,1.0,1.0,5.0,1.0,20.9,-0.5,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.5,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,0.5,1.0,-1.0,-1.0,0.0,1.0,-0.5,-1.0,-1.0,1
68.0,8.0,-1.0,-1.0,770.0,-1.0,1.0,15.0,1.0,26.29,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-0.5,-1.0,1.0,1.0,-1.0,1.0,0.5,-0.5,-1.0,1.0,1.0,-0.5,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,1
78.0,0.0,-1.0,-1.0,770.0,1.0,-1.0,8.0,1.0,28.69,1.0,-1.0,-1.0,0.5,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,0.5,-1.0,1.0,1.0,-1.0,-1.0,1
42.0,14.0,-1.0,-1.0,700.0,-1.0,1.0,1.0,1.0,34.67,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,0.5,-1.0,1.0,1.0,-1.0,0.5,1.0,-1.0,1.0,0.0,-0.5,1.0,1.0,-1.0,1
65.0,4.0,-1.0,-1.0,700.0,-1.0,1.0,15.0,1.0,28.2,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.5,-1.0,1.0,-1.0,-1.0,0.5,-0.75,-1.0,1.0,1.0,0.5,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1
59.0,4.0,1.0,-1.0,630.0,-1.0,1.0,30.0,-1.0,17.58,-0.5,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,-1.0,1
75.0,3.0,1.0,1.0,2000.0,1.0,1.0,8.0,1.0,38.67,-0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-0.5,1.0,-1.0,-1.0,0.0,1.0,-0.5,-1.0,-1.0,1
70.0,9.0,1.0,1.0,1400.0,-1.0,1.0,16.0,1.0,27.1,-0.5,-1.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-0.5,-1.0,1.0,-1.0,1.0,1.0,-0.75,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1
48.0,8.0,1.0,1.0,960.0,-1.0,1.0,15.0,1.0,21.68,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,-0.5,-1.0,1.0,-1.0,1
88.0,3.0,-1.0,-1.0,2000.0,-1.0,1.0,16.0,1.0,25.7,0.5,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,1.0,1.0,-1.0,-1.0,-0.5,-1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.5,-1.0,-1.0,-1.0,1
49.0,11.0,1.0,1.0,3500.0,-1.0,1.0,13.0,1.0,25.83,0.5,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.5,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,-0.5,1.0,-1.0,-1.0,1.0,0.5,-0.5,-1.0,-1.0,1
75.0,13.0,-1.0,-1.0,1200.0,1.0,-1.0,12.0,1.0,32.8,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1
65.0,4.0,-1.0,-1.0,600.0,1.0,1.0,10.0,1.0,24.3,-0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.5,-0.75,1.0,1.0,-1.0,-0.5,-1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,1
61.0,8.0,-1.0,-1.0,2500.0,-1.0,1.0,1.0,1.0,30.78,-0.5,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,-1.0,-1.0,-1.0,0.5,-0.75,1.0,-1.0,-1.0,-0.5,-1.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0,-1.0,1
61.0,4.0,-1.0,-1.0,1000.0,1.0,1.0,30.0,1.0,27.72,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.75,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,-0.5,-1.0,-1.0,1
66.0,16.0,-1.0,-1.0,700.0,-1.0,1.0,4.0,1.0,26.95,-0.5,-1.0,1.0,0.5,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,0.5,1.0,1.0,-1.0,-1.0,-0.5,-0.75,-1.0,-1.0,1.0,-0.5,1.0,0.0,-1.0,1.0,-1.0,-0.5,-1.0,-1.0,1
65.0,10.0,-1.0,-1.0,800.0,1.0,-1.0,8.0,1.0,33.4,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1
55.0,3.0,-1.0,-1.0,900.0,1.0,1.0,12.0,1.0,25.6,-0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.5,-0.75,1.0,1.0,-1.0,-0.5,-1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,1
70.0,2.0,-1.0,-1.0,1000.0,-1.0,1.0,5.0,1.0,32.9,-0.5,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,-1.0,-1.0,-1.0,0.5,-0.75,1.0,-1.0,-1.0,-0.5,-1.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0,-1.0,1
50.0,11.0,-1.0,-1.0,2000.0,1.0,1.0,4.0,1.0,22.9,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.75,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,-0.5,-1.0,-1.0,1
70.0,4.0,-1.0,-1.0,1000.0,-1.0,1.0,7.0,1.0,30.9,-0.5,-1.0,1.0,0.5,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,0.5,1.0,1.0,-1.0,-1.0,-0.5,-0.75,-1.0,-1.0,1.0,-0.5,1.0,0.0,-1.0,1.0,-1.0,-0.5,-1.0,-1.0,1
58.0,4.0,-1.0,-1.0,1000.0,1.0,-1.0,5.0,1.0,28.84,-0.5,-1.0,1.0,0.5,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.75,-1.0,0.0,-1.0,-0.5,1.0,-1.0,-1.0,1.0,1.0,-0.5,-1.0,-1.0,1
57.0,11.0,1.0,1.0,1500.0,1.0,1.0,5.0,1.0,18.93,-0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.5,-1.0,-1.0,0.0,-1.0,-0.5,1.0,0.0,-1.0,0.0,-0.5,1.0,1.0,1.0,1
63.0,0.0,-1.0,-1.0,700.0,-1.0,-1.0,11.0,1.0,35.09,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-0.5,-0.75,-1.0,0.0,1.0,1.0,1.0,-1.0,1.0,0.0,-0.5,-0.5,-1.0,-1.0,1
55.0,4.0,-1.0,-1.0,1200.0,-1.0,1.0,8.0,1.0,31.91,1.0,-1.0,-1.0,0.5,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.5,-1.0,-1.0,1.0,-1.0,-0.5,-1.0,-1.0,0.5,0.0,-1.0,-1.0,-1.0,-1.0,1
62.0,4.0,1.0,-1.0,700.0,1.0,1.0,2.0,1.0,27.1,-0.5,-1.0,1.0,-0.5,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,1.0,0.0,-1.0,0.5,1.0,1.0,0.5,0.0,-0.5,-1.0,-1.0,-1.0,1
68.0,2.0,-1.0,-1.0,1000.0,1.0,-1.0,10.0,1.0,30.9,-0.5,-1.0,1.0,0.5,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.75,-1.0,0.0,-1.0,-0.5,1.0,-1.0,-1.0,1.0,1.0,-0.5,-1.0,-1.0,1
47.0,8.0,1.0,1.0,1000.0,1.0,1.0,5.0,1.0,20.47,-0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.5,-1.0,-1.0,0.0,-1.0,-0.5,1.0,0.0,-1.0,0.0,-0.5,1.0,1.0,-1.0,1
53.0,4.0,-1.0,-1.0,800.0,-1.0,-1.0,10.0,1.0,31.25,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-0.5,-0.75,-1.0,0.0,1.0,1.0,1.0,-1.0,1.0,0.0,-0.5,-0.5,-1.0,-1.0,1
65.0,4.0,-1.0,-1.0,1200.0,-1.0,1.0,10.0,1.0,28.9,1.0,-1.0,-1.0,0.5,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.5,-1.0,-1.0,1.0,-1.0,-0.5,-1.0,-1.0,0.5,0.0,-1.0,-1.0,-1.0,-1.0,1
72.0,2.0,1.0,-1.0,800.0,1.0,1.0,10.0,1.0,24.65,-0.5,-1.0,1.0,-0.5,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,1.0,0.0,-1.0,0.5,1.0,1.0,0.5,0.0,-0.5,-1.0,-1.0,-1.0,1
34.0,15.0,1.0,1.0,2000.0,-1.0,1.0,15.0,-1.0,26.84,-0.5,-1.0,-1.0,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,0.5,1.0,-1.0,0.5,0.0,-0.5,-0.5,-1.0,-1.0,1
